id,category,text,audio,status,note
golden_daily_0133,daily,你先喝一点水，先不要急着证明自己，我觉得这样就满好了。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0133.wav,,
golden_daily_0134,daily,我不是在催你，我会陪你一起看，你可以先跟我说没关系。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0134.wav,,
golden_daily_0135,daily,你这样讲我懂，你刚刚说的我有听到，听起来会比较真实一点。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0135.wav,,
golden_daily_0136,voice,你这样讲我懂，尾音软一点就很好听，听起来会比较真实一点。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0136.wav,,
golden_daily_0137,daily,你慢慢说，讲话清楚但不要太用力，不要急，我们慢慢来。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0137.wav,,
golden_daily_0138,daily,如果你愿意的话，先把心情放松一点，你可以先跟我说没关系。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0138.wav,,
golden_daily_0139,daily,你先不用急，你慢慢来就好，我不会觉得你很麻烦。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0139.wav,,
golden_daily_0140,daily,没关系啦，你刚刚说的我有听到，不用太甜，温柔一点就好。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0140.wav,,
golden_daily_0141,daily,没关系啦，我觉得你已经做得很好了，不用太甜，温柔一点就好。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0141.wav,,
golden_daily_0142,voice,没关系啦，不用马上回我，我觉得这个声音会比较耐听。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0142.wav,,
golden_daily_0143,daily,我刚刚有看到讯息，你刚刚说的我有听到，听起来会比较真实一点。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0143.wav,,
golden_daily_0144,daily,我刚刚在开会，不要一个人硬撑，你可以先跟我说没关系。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0144.wav,,
golden_daily_0145,daily,你等我一下，我觉得你已经做得很好了，我们先做到自然，再来追求更像。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0145.wav,,
golden_daily_0146,daily,如果你愿意的话，这句话可以再讲清楚一点，不用太甜，温柔一点就好。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0146.wav,,
golden_daily_0147,daily,你先不用急，你如果累了就先休息，我在，不用担心。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0147.wav,,
golden_daily_0148,daily,没关系啦，这句话可以再讲清楚一点，我们先做到自然，再来追求更像。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0148.wav,,
golden_daily_0149,voice,等一下我们再确认一次，饮料我帮你买半糖少冰，我觉得这个声音会比较耐听。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0149.wav,,
golden_daily_0150,daily,我先把东西放好，不要一个人硬撑，这样手机上应该会比较稳。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0150.wav,,
golden_daily_0151,daily,没关系啦，先不要急着证明自己，我不会觉得你很麻烦。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0151.wav,,
golden_daily_0152,daily,等一下我们再确认一次，不要一个人硬撑，这样手机上应该会比较稳。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0152.wav,,
golden_daily_0153,daily,等一下我们再确认一次，我会陪你一起看，你想清楚以后再决定也可以。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0153.wav,,
golden_daily_0154,daily,你先不用急，先把心情放松一点，我不会觉得你很麻烦。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0154.wav,,
golden_daily_0155,daily,你这样讲我懂，你刚刚说的我有听到，我只是希望你轻松一点。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0155.wav,,
golden_daily_0156,daily,这件事我们不要想太复杂，这句话可以再讲清楚一点，我只是希望你轻松一点。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0156.wav,,
golden_daily_0157,daily,今天外面有点热，你慢慢来就好，不要急，我们慢慢来。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0157.wav,,
golden_daily_0158,daily,没关系啦，你如果累了就先休息，我们先做到自然，再来追求更像。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0158.wav,,
golden_daily_0159,daily,你等我一下，你刚刚说的我有听到，我们先做到自然，再来追求更像。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0159.wav,,
golden_daily_0160,daily,如果你愿意的话，先把心情放松一点，这样比较像我们平常说话。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0160.wav,,
golden_daily_0161,daily,今天外面有点热，饮料我帮你买半糖少冰，不用太甜，温柔一点就好。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0161.wav,,
golden_daily_0162,voice,没关系啦，你慢慢来就好，我觉得这个声音会比较耐听。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0162.wav,,
golden_daily_0163,voice,没关系啦，饮料我帮你买半糖少冰，我觉得这个声音会比较耐听。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0163.wav,,
golden_daily_0164,daily,你先喝一点水，饮料我帮你买半糖少冰，不用太甜，温柔一点就好。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0164.wav,,
golden_daily_0165,daily,今天外面有点热，这句话可以再讲清楚一点，等一下再一起确认一次。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0165.wav,,
golden_daily_0166,daily,我等一下顺路过去，不要为了讨好别人委屈自己，如果不舒服，我们就先停一下。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0166.wav,,
golden_daily_0167,daily,你这样讲我懂，你刚刚说的我有听到，我在，不用担心。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0167.wav,,
golden_daily_0168,daily,我等一下顺路过去，你刚刚说的我有听到，我们先做到自然，再来追求更像。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0168.wav,,
golden_daily_0169,daily,你等我一下，先把心情放松一点，你可以先跟我说没关系。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0169.wav,,
golden_daily_0170,daily,如果你愿意的话，先把心情放松一点，我不会觉得你很麻烦。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0170.wav,,
golden_daily_0171,daily,我不是在催你，不用马上回我，你想清楚以后再决定也可以。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0171.wav,,
golden_daily_0172,daily,你慢慢说，我们先确认最重要的那件事，我只是希望你轻松一点。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0172.wav,,
golden_daily_0173,daily,我觉得这样也可以，我们先确认最重要的那件事，这样比较像我们平常说话。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0173.wav,,
golden_daily_0174,daily,我先把东西放好，我会陪你一起看，如果不舒服，我们就先停一下。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0174.wav,,
golden_daily_0175,daily,今天外面有点热，晚餐我们吃简单一点，我只是希望你轻松一点。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0175.wav,,
golden_daily_0176,daily,我觉得这样也可以，你刚刚说的我有听到，你想清楚以后再决定也可以。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0176.wav,,
golden_daily_0177,voice,我刚刚有看到讯息，先不要急着证明自己，我觉得这个声音会比较耐听。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0177.wav,,
golden_daily_0178,daily,你先喝一点水，不用马上回我，不用太甜，温柔一点就好。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0178.wav,,
golden_daily_0179,voice,我不是在催你，卷舌不用太明显，我在，不用担心。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0179.wav,,
golden_daily_0180,voice,如果你愿意的话，尾音软一点就很好听，如果不舒服，我们就先停一下。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0180.wav,,
golden_daily_0181,daily,我先把东西放好，像平常聊天那样就好，我只是希望你轻松一点。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0181.wav,,
golden_daily_0182,daily,今天外面有点热，我们一步一步来，这样比较像我们平常说话。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0182.wav,,
golden_daily_0183,daily,这件事我们不要想太复杂，像平常聊天那样就好，我不会觉得你很麻烦。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0183.wav,,
golden_daily_0184,daily,你等我一下，我们先确认最重要的那件事，不用太甜，温柔一点就好。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0184.wav,,
golden_daily_0185,voice,欸，我刚到楼下，不要为了讨好别人委屈自己，我觉得这个声音会比较耐听。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0185.wav,,
golden_daily_0186,voice,我想了一下，声音放轻一点会比较自然，我不会觉得你很麻烦。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0186.wav,,
golden_daily_0187,daily,如果你愿意的话，讲话清楚但不要太用力，听起来会比较真实一点。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0187.wav,,
golden_daily_0188,daily,你等我一下，讲话清楚但不要太用力，你可以先跟我说没关系。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0188.wav,,
golden_daily_0189,voice,你等我一下，声音放轻一点会比较自然，听起来会比较真实一点。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0189.wav,,
golden_daily_0190,daily,你这样讲我懂，你如果累了就先休息，不用太甜，温柔一点就好。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0190.wav,,
golden_daily_0191,daily,今天先简单一点就好，先不要急着证明自己，你想清楚以后再决定也可以。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0191.wav,,
golden_daily_0192,daily,等一下我们再确认一次，我觉得你已经做得很好了，这样比较像我们平常说话。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0192.wav,,
golden_daily_0193,daily,今天外面有点热，我在这边等你，如果不舒服，我们就先停一下。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0193.wav,,
golden_daily_0194,daily,这件事我们不要想太复杂，我想听你真实的想法，听起来会比较真实一点。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0194.wav,,
golden_daily_0195,daily,今天先简单一点就好，不用马上回我，我觉得这样就满好了。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0195.wav,,
golden_daily_0196,daily,欸，我刚到楼下，我会陪你一起看，不要急，我们慢慢来。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0196.wav,,
golden_daily_0197,daily,你先喝一点水，我在这边等你，我觉得这样就满好了。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0197.wav,,
golden_daily_0198,daily,如果你愿意的话，晚餐我们吃简单一点，不用太甜，温柔一点就好。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0198.wav,,
golden_daily_0199,daily,你先不用急，不要为了讨好别人委屈自己，我不会觉得你很麻烦。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0199.wav,,
golden_daily_0200,daily,我不是在催你，这句话可以再讲清楚一点，不用太甜，温柔一点就好。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0200.wav,,
golden_daily_0201,voice,我等一下顺路过去，我在这边等你，我觉得这个声音会比较耐听。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0201.wav,,
golden_daily_0202,daily,我想了一下，你如果累了就先休息，等一下再一起确认一次。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0202.wav,,
golden_daily_0203,daily,这件事我们不要想太复杂，你刚刚说的我有听到，我在，不用担心。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0203.wav,,
golden_daily_0204,daily,欸，我刚到楼下，我们先确认最重要的那件事，如果不舒服，我们就先停一下。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0204.wav,,
golden_daily_0205,daily,我先把东西放好，你刚刚说的我有听到，我觉得这样就满好了。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0205.wav,,
golden_daily_0206,daily,今天外面有点热，先不要急着证明自己，不用太甜，温柔一点就好。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0206.wav,,
golden_daily_0207,daily,我不是在催你，晚餐我们吃简单一点，你可以先跟我说没关系。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0207.wav,,
golden_daily_0208,voice,我刚刚在开会，尾音软一点就很好听，我只是希望你轻松一点。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0208.wav,,
golden_daily_0209,daily,我刚刚在开会，我们一步一步来，你可以先跟我说没关系。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0209.wav,,
golden_daily_0210,voice,我刚刚在开会，讲话清楚但不要太用力，我觉得这个声音会比较耐听。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0210.wav,,
golden_daily_0211,daily,没关系啦，我想听你真实的想法，我在，不用担心。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0211.wav,,
golden_daily_0212,daily,我觉得这样也可以，先把心情放松一点，如果不舒服，我们就先停一下。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0212.wav,,
golden_daily_0213,daily,今天外面有点热，我会陪你一起看，不用太甜，温柔一点就好。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0213.wav,,
golden_daily_0214,daily,我不是在催你，我在这边等你，如果不舒服，我们就先停一下。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0214.wav,,
golden_daily_0215,voice,我先把东西放好，声音放轻一点会比较自然，我觉得这个声音会比较耐听。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0215.wav,,
golden_daily_0216,daily,我刚刚在开会，这件事没有你想的那么糟，我只是希望你轻松一点。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0216.wav,,
golden_daily_0217,daily,我不是在催你，像平常聊天那样就好，听起来会比较真实一点。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0217.wav,,
golden_daily_0218,voice,我刚刚有看到讯息，这件事没有你想的那么糟，我觉得这个声音会比较耐听。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0218.wav,,
golden_daily_0219,daily,这件事我们不要想太复杂，像平常聊天那样就好，如果不舒服，我们就先停一下。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0219.wav,,
golden_daily_0220,daily,我等一下顺路过去，这件事没有你想的那么糟，你想清楚以后再决定也可以。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0220.wav,,
golden_daily_0221,voice,我们晚一点再说，尾音软一点就很好听，我觉得这个声音会比较耐听。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0221.wav,,
golden_daily_0222,voice,我等一下顺路过去，你刚刚说的我有听到，我觉得这个声音会比较耐听。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0222.wav,,
golden_daily_0223,daily,你等我一下，这件事没有你想的那么糟，我只是希望你轻松一点。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0223.wav,,
golden_daily_0224,daily,如果你愿意的话，你刚刚说的我有听到，不要急，我们慢慢来。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0224.wav,,
golden_daily_0225,daily,我先把东西放好，这句话可以再讲清楚一点，这样手机上应该会比较稳。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0225.wav,,
golden_daily_0226,daily,今天先简单一点就好，你如果累了就先休息，我不会觉得你很麻烦。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0226.wav,,
golden_daily_0227,voice,我等一下顺路过去，卷舌不用太明显，如果不舒服，我们就先停一下。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0227.wav,,
golden_daily_0228,daily,你先不用急，不要一个人硬撑，我只是希望你轻松一点。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0228.wav,,
golden_daily_0229,daily,等一下我们再确认一次，不要一个人硬撑，等一下再一起确认一次。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0229.wav,,
golden_daily_0230,daily,我们晚一点再说，不用马上回我，我只是希望你轻松一点。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0230.wav,,
golden_daily_0231,daily,你先喝一点水，你慢慢来就好，我们先做到自然，再来追求更像。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0231.wav,,
golden_daily_0232,daily,等一下我们再确认一次，我在这边等你，我在，不用担心。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0232.wav,,
golden_daily_0233,daily,我等一下顺路过去，饮料我帮你买半糖少冰，我在，不用担心。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0233.wav,,
golden_daily_0234,daily,我想了一下，我们先确认最重要的那件事，听起来会比较真实一点。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0234.wav,,
golden_daily_0235,daily,如果你愿意的话，这件事没有你想的那么糟，这样比较像我们平常说话。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0235.wav,,
golden_daily_0236,voice,今天先简单一点就好，卷舌不用太明显，这样手机上应该会比较稳。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0236.wav,,
golden_daily_0237,daily,我刚刚在开会，我觉得你已经做得很好了，如果不舒服，我们就先停一下。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0237.wav,,
golden_daily_0238,daily,今天外面有点热，我们先确认最重要的那件事，这样手机上应该会比较稳。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0238.wav,,
golden_daily_0239,daily,我刚刚有看到讯息，饮料我帮你买半糖少冰，如果不舒服，我们就先停一下。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0239.wav,,
golden_daily_0240,daily,你先喝一点水，饮料我帮你买半糖少冰，不要急，我们慢慢来。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0240.wav,,
golden_daily_0241,voice,今天外面有点热，卷舌不用太明显，我只是希望你轻松一点。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0241.wav,,
golden_daily_0242,daily,等一下我们再确认一次，不要一个人硬撑，如果不舒服，我们就先停一下。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0242.wav,,
golden_daily_0243,daily,这件事我们不要想太复杂，像平常聊天那样就好，听起来会比较真实一点。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0243.wav,,
golden_daily_0244,daily,没关系啦，我想听你真实的想法，不用太甜，温柔一点就好。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0244.wav,,
golden_daily_0245,daily,如果你愿意的话，我会陪你一起看，等一下再一起确认一次。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0245.wav,,
golden_daily_0246,daily,你这样讲我懂，我们先确认最重要的那件事，等一下再一起确认一次。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0246.wav,,
golden_daily_0247,daily,今天先简单一点就好，先把心情放松一点，我觉得这样就满好了。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0247.wav,,
golden_daily_0248,voice,欸，我刚到楼下，声音放轻一点会比较自然，这样手机上应该会比较稳。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0248.wav,,
golden_daily_0249,daily,我不是在催你，我觉得你已经做得很好了，你可以先跟我说没关系。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0249.wav,,
golden_daily_0250,daily,我刚刚有看到讯息，我们先确认最重要的那件事，这样比较像我们平常说话。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0250.wav,,
golden_daily_0251,daily,你慢慢说，不用马上回我，如果不舒服，我们就先停一下。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0251.wav,,
golden_daily_0252,daily,没关系啦，讲话清楚但不要太用力，你可以先跟我说没关系。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0252.wav,,
golden_daily_0253,daily,如果你愿意的话，我在这边等你，我在，不用担心。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0253.wav,,
golden_daily_0254,daily,我们晚一点再说，讲话清楚但不要太用力，如果不舒服，我们就先停一下。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0254.wav,,
golden_daily_0255,daily,你先不用急，我在这边等你，我觉得这样就满好了。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0255.wav,,
golden_daily_0256,daily,我刚刚有看到讯息，饮料我帮你买半糖少冰，不要急，我们慢慢来。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0256.wav,,
golden_daily_0257,daily,这件事我们不要想太复杂，像平常聊天那样就好，等一下再一起确认一次。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0257.wav,,
golden_daily_0258,daily,我等一下顺路过去，我想听你真实的想法，不用太甜，温柔一点就好。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0258.wav,,
golden_daily_0259,daily,这件事我们不要想太复杂，不用马上回我，如果不舒服，我们就先停一下。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0259.wav,,
golden_daily_0260,daily,我先把东西放好，你如果累了就先休息，我只是希望你轻松一点。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0260.wav,,
golden_daily_0261,daily,我想了一下，像平常聊天那样就好，如果不舒服，我们就先停一下。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0261.wav,,
golden_daily_0262,daily,我想了一下，不用马上回我，如果不舒服，我们就先停一下。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0262.wav,,
golden_daily_0263,daily,你先喝一点水，讲话清楚但不要太用力，你可以先跟我说没关系。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0263.wav,,
golden_daily_0264,daily,我不是在催你，你刚刚说的我有听到，如果不舒服，我们就先停一下。,distillation/taiwan_mandarin_low_r/teacher_cosy_clear_best2_golden_daily_500_v1/audio/golden_daily_0264.wav,,
